latitude;longetude;formattedAddress;cep;streetName;streetNumber;city;state;country
-236.743.176;-466.830.413;Rua Professor Guilherme Belfort Sabino, 337 - Vila Romano, Sǜo Paulo - SP, 04678-000, Brasil;04678-000;Rua Professor Guilherme Belfort Sabino;337;Sǜo Paulo;Sǜo Paulo;Brasil
-235.720.149;-467.778.278;Rua Manuel Martins Colla��o, 203 - Jardim Dabril, Sǜo Paulo - SP, 05398-080, Brasil;05398-080;Rua Manuel Martins Colla��o;203;Sǜo Paulo;Sǜo Paulo;Brasil
-236.076.035;-464.605.225;R. Perseu, 237 - Cidade Satelite Santa Barbara, Sǜo Paulo - SP, 08330-340, Brasil;08330-340;Rua Perseu;237;Sǜo Paulo;Sǜo Paulo;Brasil
-234.939.508;-464.456.717;R. Osvaldo Santini, 199 - Sǜo Miguel, Sǜo Paulo - SP, 08011-290, Brasil;08011-290;Rua Osvaldo Santini;199;Sǜo Paulo;Sǜo Paulo;Brasil
-235.956.178;-467.440.104;Rua Bartolomeo Bandinelli, 95 - Ferreira, Sǜo Paulo - SP, 05524-130, Brasil;05524-130;Rua Bartolomeo Bandinelli;95;Sǜo Paulo;Sǜo Paulo;Brasil
-235.820.314;-46.766.427;Av. Diogo de Azevedo, 212 - Vila Antonio, Sǜo Paulo - SP, 05376-140, Brasil;05376-140;Avenida Diogo de Azevedo;212;Sǜo Paulo;Sǜo Paulo;Brasil
-2.354.646;-465.392.398;R. Lucinda Gomes Barreto, 733 - Vila Nova Manchester, Sǜo Paulo - SP, 03440-040, Brasil;03440-040;Rua Lucinda Gomes Barreto;733;Sǜo Paulo;Sǜo Paulo;Brasil
-235.293.321;-466.995.793;Rua Marco AurǸlio, 255 - Vila Romana, Sǜo Paulo - SP, 05048-000, Brasil;05048-000;Rua Marco AurǸlio;255;Sǜo Paulo;Sǜo Paulo;Brasil
-236.169.551;-467.315.892;Av. Giovanni Gronchi, Sǜo Paulo - SP, Brasil;not returned by google maps;Avenida Giovanni Gronchi;not returned by google maps;Sǜo Paulo;Sǜo Paulo;Brasil
-235.357.813;-465.658.705;R. Dr. �?ngelo Vita - Tatuape, Sǜo Paulo - SP, 03069-000, Brasil;03069-000;Rua Doutor �?ngelo Vita;not returned by google maps;Sǜo Paulo;Sǜo Paulo;Brasil
-236.046.517;-4.647.052.780.000.000;Av. Ragueb Chohfi, 960 - Jardim TrǦs Marias, Sǜo Paulo - SP, 08375-000, Brasil;08375-000;Avenida Ragueb Chohfi;960;Sǜo Paulo;Sǜo Paulo;Brasil
-235.527.761;-465.229.137;Rua Dr. Cristiano Altenfelder Silva, 496 - Vila Carrao, Sǜo Paulo - SP, 03448-010, Brasil;03448-010;Rua Doutor Cristiano Altenfelder Silva;496;Sǜo Paulo;Sǜo Paulo;Brasil
-235.467.486;-4.669.190.649.999.990;Rua Paulistǽnia, 215 - Sumarezinho, Sǜo Paulo - SP, 05440-000, Brasil;05440-000;Rua Paulistǽnia;215;Sǜo Paulo;Sǜo Paulo;Brasil
-235.012.665;-46.755.537;Av. Mutinga, 4440 - Vila Piaui, Sǜo Paulo - SP, 02675-031, Brasil;02675-031;Avenida Mutinga;4440;Sǜo Paulo;Sǜo Paulo;Brasil
-23.549.458;-46.584.488;R. Dr. Joǜo Batista de Lacerda, 261 - 4 - Quarta Parada, Sǜo Paulo - SP, 03177-010, Brasil;03177-010;Rua Doutor Joǜo Batista de Lacerda;261;Sǜo Paulo;Sǜo Paulo;Brasil
-236.526.786;-4.676.934;R. Ant��nio Ambuba, 70 - Parque Munhoz, Sǜo Paulo - SP, 05782-370, Brasil;05782-370;Rua Ant��nio Ambuba;70;Sǜo Paulo;Sǜo Paulo;Brasil
-235.050.026;-4.670.872.259.999.990;R. Santo Ant��nio de Pǭdua, 167 - 8 - Piqueri, Sǜo Paulo - SP, 02914-050, Brasil;02914-050;Rua Santo Ant��nio de Pǭdua;167;Sǜo Paulo;Sǜo Paulo;Brasil
-235.099.392;-466.639.789;Av. Profa. Ida Kolb, 225 - Casa Verde, Sǜo Paulo - SP, 02518-000, Brasil;02518-000;Avenida Professora Ida Kolb;225;Sǜo Paulo;Sǜo Paulo;Brasil
-236.548.849;-467.016.138;R. Carlos Gomes - Santo Amaro, Sǜo Paulo - SP, 08321-078, Brasil;08321-078;Rua Carlos Gomes;not returned by google maps;Sǜo Paulo;Sǜo Paulo;Brasil
-235.538.099;-465.668.788;R. Alonso Calhamares, 244 - 8 - Vila Reg. Feij��, Sǜo Paulo - SP, 03335-080, Brasil;03335-080;Rua Alonso Calhamares;244;Sǜo Paulo;Sǜo Paulo;Brasil
-235.099.392;-466.639.789;Av. Profa. Ida Kolb, 225 - Casa Verde, Sǜo Paulo - SP, 02518-000, Brasil;02518-000;Avenida Professora Ida Kolb;225;Sǜo Paulo;Sǜo Paulo;Brasil
-235.425.342;-466.595.719;Rua Aracaju, 66 - Higien��polis, Sǜo Paulo - SP, 01240-030, Brasil;01240-030;Rua Aracaju;66;Sǜo Paulo;Sǜo Paulo;Brasil
-23.540.398;-466.799.685;R. Piracuama, 21 - Pompeia, Sǜo Paulo - SP, 05017-040, Brasil;05017-040;Rua Piracuama;21;Sǜo Paulo;Sǜo Paulo;Brasil
-23.639.885;-467.147.643;R. do Carreiro de Pedra, 111 - Jardim Caravelas, Sǜo Paulo - SP, 04728-020, Brasil;04728-020;Rua do Carreiro de Pedra;111;Sǜo Paulo;Sǜo Paulo;Brasil
-236.169.551;-467.315.892;Av. Giovanni Gronchi, Sǜo Paulo - SP, Brasil;not returned by google maps;Avenida Giovanni Gronchi;not returned by google maps;Sǜo Paulo;Sǜo Paulo;Brasil
-234.980.169;-466.232.005;Rua Benvinda Aparecida de Abreu Leme, 118 - Santana, Sǜo Paulo - SP, 02038-010, Brasil;02038-010;Rua Benvinda Aparecida de Abreu Leme;118;Sǜo Paulo;Sǜo Paulo;Brasil
-235.424.589;-466.098.733;R. Dr. Joǜo Alves de Lima, 152 - Brǭs, Sǜo Paulo - SP, 03052-060, Brasil;03052-060;Rua Doutor Joǜo Alves de Lima;152;Sǜo Paulo;Sǜo Paulo;Brasil
-235.532.787;-46.649.018;R. Araquǜ, 100 - Bela Vista, Sǜo Paulo - SP, 01306-001, Brasil;01306-001;Rua Araquǜ;100;Sǜo Paulo;Sǜo Paulo;Brasil
-235.533.877;-466.510.068;R. Paim, 363 - Bela Vista, Sǜo Paulo - SP, 01306-010, Brasil;01306-010;Rua Paim;363;Sǜo Paulo;Sǜo Paulo;Brasil
-235.569.581;-466.589.677;R. Augusta, Sǜo Paulo - SP, Brasil;not returned by google maps;Rua Augusta;not returned by google maps;Sǜo Paulo;Sǜo Paulo;Brasil
-235.400.369;-4.671.734.439.999.990;R. Mǭrio Jorge, 88 - Alto da Lapa, Sǜo Paulo - SP, 05468-100, Brasil;05468-100;Rua Mǭrio Jorge;88;Sǜo Paulo;Sǜo Paulo;Brasil
-235.408.619;-465.121.913;Av. Ajarani, 491 - Cidade Patriarca, Sǜo Paulo - SP, 03548-000, Brasil;03548-000;Avenida Ajarani;491;Sǜo Paulo;Sǜo Paulo;Brasil
-235.983.208;-467.305.574;Estacionamento, Estacionamento - Rua Theo Dutra, 75 - Vila Morse, Sǜo Paulo - SP, 05628-000, Brasil;05628-000;Rua Theo Dutra;75;Sǜo Paulo;Sǜo Paulo;Brasil
-235.556.837;-466.782.927;R. Alves Guimarǜes - Pinheiros, Sǜo Paulo - SP, Brasil;not returned by google maps;Rua Alves Guimarǜes;not returned by google maps;Sǜo Paulo;Sǜo Paulo;Brasil
-235.741.902;-467.380.353;R. Cel. Ferreira Leal, 44 - Vila Gomes, Sǜo Paulo - SP, 05589-090, Brasil;05589-090;Rua Coronel Ferreira Leal;44;Sǜo Paulo;Sǜo Paulo;Brasil
-235.693.318;-466.563.384;Alameda Campinas, 1003 - Jardim Paulista, Sǜo Paulo - SP, 01404-001, Brasil;01404-001;Alameda Campinas;1003;Sǜo Paulo;Sǜo Paulo;Brasil
-234.869.652;-4.672.570.109.999.990;Goldlyne Pirituba - Av. Raimundo Pereira de Magalhǜes, 5028 - Vila Pirituba, Sǜo Paulo - SP, 02938-000, Brasil;02938-000;Avenida Raimundo Pereira de Magalhǜes;5028;Sǜo Paulo;Sǜo Paulo;Brasil
-235.693.318;-466.563.384;Alameda Campinas, 1003 - Jardim Paulista, Sǜo Paulo - SP, 01404-001, Brasil;01404-001;Alameda Campinas;1003;Sǜo Paulo;Sǜo Paulo;Brasil
-235.539.871;-466.507.496;R. Paim, 307 - Bela Vista, Sǜo Paulo - SP, 01306-010, Brasil;01306-010;Rua Paim;307;Sǜo Paulo;Sǜo Paulo;Brasil
-235.659.311;-466.860.419;R. Mourato Coelho, 111 - Pinheiros, Sǜo Paulo - SP, 05417-010, Brasil;05417-010;Rua Mourato Coelho;111;Sǜo Paulo;Sǜo Paulo;Brasil
-234.902.793;-466.027.788;Rua Malie Brenner - Vila Dom Pedro II, Sǜo Paulo - SP, 02243-020, Brasil;02243-020;Rua Malie Brenner;not returned by google maps;Sǜo Paulo;Sǜo Paulo;Brasil
-235.912.943;-466.278.882;R. Francisco de Vit��ria, 220 - Jardim Vila Mariana, Sǜo Paulo - SP, 04116-180, Brasil;04116-180;Rua Francisco de Vit��ria;220;Sǜo Paulo;Sǜo Paulo;Brasil
-235.349.342;-4.665.032.180.000.000;Alameda Nothmann, 1008 - Campos El��seos, Sǜo Paulo - SP, 01216-001, Brasil;01216-001;Alameda Nothmann;1008;Sǜo Paulo;Sǜo Paulo;Brasil
-235.872.674;-465.703.881;R. Joǜo Batista Mendo - Jardim Avelino, Sǜo Paulo - SP, 03227-040, Brasil;03227-040;Rua Joǜo Batista Mendo;not returned by google maps;Sǜo Paulo;Sǜo Paulo;Brasil
-236.227.239;-4.672.246.699.999.990;Para��so do Morumbi, Sǜo Paulo - SP, Brasil;not returned by google maps;not returned by google maps;not returned by google maps;Sǜo Paulo;Sǜo Paulo;Brasil
-236.344.377;-467.246.573;R. Dep. LaǸrcio Corte, 1430 - Vila Andrade, Sǜo Paulo - SP, 05706-290, Brasil;05706-290;Rua Deputado LaǸrcio Corte;1430;Sǜo Paulo;Sǜo Paulo;Brasil
-23.555.596;-4.664.304.629.999.990;R. Maj. Diogo, 500 - Bela Vista, Sǜo Paulo - SP, 01324-000, Brasil;01324-000;Rua Major Diogo;500;Sǜo Paulo;Sǜo Paulo;Brasil
-2.354.304;-465.566.528;R. Ant��nio de Barros - Tatuape, Sǜo Paulo - SP, Brasil;not returned by google maps;Rua Ant��nio de Barros;not returned by google maps;Sǜo Paulo;Sǜo Paulo;Brasil
-235.680.378;-46.516.544;Rua Jǧlio Parigot, 64 - Vila Antonieta, Sǜo Paulo - SP, 03478-007, Brasil;03478-007;Rua Jǧlio Parigot;64;Sǜo Paulo;Sǜo Paulo;Brasil
-235.567.099;-4.653.603.709.999.990;R. Sabo��, 165 - Vila Santa Isabel, Sǜo Paulo - SP, 03432-020, Brasil;03432-020;Rua Sabo��;165;Sǜo Paulo;Sǜo Paulo;Brasil
-236.271.911;-466.043.271;R. MarquǦs de Lages, 1532 - Vila Moraes, Sǜo Paulo - SP, 04162-001, Brasil;04162-001;Rua MarquǦs de Lages;1532;Sǜo Paulo;Sǜo Paulo;Brasil
-23.540.398;-466.799.685;R. Piracuama, 21 - Pompeia, Sǜo Paulo - SP, 05017-040, Brasil;05017-040;Rua Piracuama;21;Sǜo Paulo;Sǜo Paulo;Brasil
-235.646.644;-466.536.337;Av. Paulista, 1159 - Jardim Paulista, Sǜo Paulo - SP, 01311-200, Brasil;01311-200;Avenida Paulista;1159;Sǜo Paulo;Sǜo Paulo;Brasil
-237.075.228;-4.669.342.779.999.990;R. Justino Nigro, 172 - Interlagos, Sǜo Paulo - SP, 04815-030, Brasil;04815-030;Rua Justino Nigro;172;Sǜo Paulo;Sǜo Paulo;Brasil
-236.157.362;-465.922.747;R. Damas da Sociedade, 675 - Vila Heliopolis, Sǜo Paulo - SP, 04236-060, Brasil;04236-060;Rua Damas da Sociedade;675;Sǜo Paulo;Sǜo Paulo;Brasil
-234.955.641;-4.658.207.789.999.990;Av. Belisǭrio Pena, 1108 - Vila Maria Alta, Sǜo Paulo - SP, 02133-000, Brasil;02133-000;Avenida Belisǭrio Pena;1108;Sǜo Paulo;Sǜo Paulo;Brasil
-23.490.812;-46.683.833;Rua Ant��nio Ribeiro de Morais, 482 - Vila Carbone, Sǜo Paulo - SP, 02751-000, Brasil;02751-000;Rua Ant��nio Ribeiro de Morais;482;Sǜo Paulo;Sǜo Paulo;Brasil
-237.261.013;-466.938.236;R. Pedro da Rocha Ferreira, 111 - Vila Rubi, Sǜo Paulo - SP, 04823-170, Brasil;04823-170;Rua Pedro da Rocha Ferreira;111;Sǜo Paulo;Sǜo Paulo;Brasil
-235.617.873;-466.285.105;R. do LavapǸs, 410 - Cambuci, Sǜo Paulo - SP, 01519-000, Brasil;01519-000;Rua do LavapǸs;410;Sǜo Paulo;Sǜo Paulo;Brasil
-234.485.037;-466.142.553;Rua Elias de Sousa Pinto, 180 - TremembǸ, Sǜo Paulo - SP, 02357-060, Brasil;02357-060;Rua Elias de Sousa Pinto;180;Sǜo Paulo;Sǜo Paulo;Brasil
-235.875.265;-465.333.087;R. Solid��nio Leite, 2718 - Vila Ivone, Sǜo Paulo - SP, 03275-000, Brasil;03275-000;Rua Solid��nio Leite;2718;Sǜo Paulo;Sǜo Paulo;Brasil
-237.222.421;-4.675.001.229.999.990;R. Maria da Concei��ǜo Sim��es, 85 - Vila Bela Vista (Zona Sul), Sǜo Paulo - SP, 04952-130, Brasil;04952-130;Rua Maria da Concei��ǜo Sim��es;85;Sǜo Paulo;Sǜo Paulo;Brasil
-236.285.408;-466.897.962;R. Joaquim Guarani, 73 - Jardim das Acacias, Sǜo Paulo - SP, 04707-060, Brasil;04707-060;Rua Joaquim Guarani;73;Sǜo Paulo;Sǜo Paulo;Brasil
-235.796.761;-466.429.854;R. JosǸ Ant��nio Coelho, 228 - Vila Mariana, Sǜo Paulo - SP, 04011-060, Brasil;04011-060;Rua JosǸ Ant��nio Coelho;228;Sǜo Paulo;Sǜo Paulo;Brasil
-235.992.658;-466.512.612;Av. Rubem Berta, 99999 - Indian��polis, Sǜo Paulo - SP, 04027-000, Brasil;04027-000;Avenida Rubem Berta;99999;Sǜo Paulo;Sǜo Paulo;Brasil
-236.304.032;-467.344.672;R. Jamanari, 15 - Vila Andrade, Sǜo Paulo - SP, 05716-140, Brasil;05716-140;Rua Jamanari;15;Sǜo Paulo;Sǜo Paulo;Brasil
-235.706.771;-467.326.311;R. Corinto, 543 - Vila Indiana, Sǜo Paulo - SP, 05586-060, Brasil;05586-060;Rua Corinto;543;Sǜo Paulo;Sǜo Paulo;Brasil
-237.025.655;-467.828.653;Estrada do M'Boi Mirim, 6850 - Parque do Lago, Sǜo Paulo - SP, 04941-006, Brasil;04941-006;Estrada do M'Boi Mirim;6850;Sǜo Paulo;Sǜo Paulo;Brasil
-23.495.521;-467.438.854;R. Portǜo Preto, 90 - Vila Mangalot, Sǜo Paulo - SP, 05131-120, Brasil;05131-120;Rua Portǜo Preto;90;Sǜo Paulo;Sǜo Paulo;Brasil
-235.291.129;-465.193.086;R. Tapari - Penha, Sǜo Paulo - SP, 03651-060, Brasil;03651-060;Rua Tapari;not returned by google maps;Sǜo Paulo;Sǜo Paulo;Brasil
-235.224.764;-46.477.791;Rua Campo das Pitangueiras, 540 - Jardim Sao Nicolau, Sǜo Paulo - SP, 03685-010, Brasil;03685-010;Rua Campo das Pitangueiras;540;Sǜo Paulo;Sǜo Paulo;Brasil
-235.012.511;-467.205.445;Av. Aparecida do Rio Negro - Jardim Iris, Sǜo Paulo - SP, 05144-080, Brasil;05144-080;Avenida Aparecida do Rio Negro;not returned by google maps;Sǜo Paulo;Sǜo Paulo;Brasil
-236.069.931;-465.259.551;Rua Pascoal Ranieri Mazzilli, 119 - Jardim Mimar, Sǜo Paulo - SP, 03257-180, Brasil;03257-180;Rua Pascoal Ranieri Mazzilli;119;Sǜo Paulo;Sǜo Paulo;Brasil
-235.723.882;-465.322.886;Av. Joǜo XXIII, 922 - Vila Formosa, Sǜo Paulo - SP, 03361-000, Brasil;03361-000;Avenida Joǜo XXIII;922;Sǜo Paulo;Sǜo Paulo;Brasil
-235.264.114;-466.764.314;R. Barǜo de TefǸ, 37 - ǁgua Branca, Sǜo Paulo - SP, 05003-040, Brasil;05003-040;Rua Barǜo de TefǸ;37;Sǜo Paulo;Sǜo Paulo;Brasil
-236.305.507;-466.413.398;Av. Dr. Hugo Beolchi, Sǜo Paulo - SP, 04310-030, Brasil;04310-030;Avenida Doutor Hugo Beolchi;not returned by google maps;Sǜo Paulo;Sǜo Paulo;Brasil
-235.723.882;-465.322.886;Av. Joǜo XXIII, 922 - Vila Formosa, Sǜo Paulo - SP, 03361-000, Brasil;03361-000;Avenida Joǜo XXIII;922;Sǜo Paulo;Sǜo Paulo;Brasil
-235.953.414;-4.657.829.359.999.990;R. Ibitirama, 1775 - Vila Prudente, Sǜo Paulo - SP, 03133-200, Brasil;03133-200;Rua Ibitirama;1775;Sǜo Paulo;Sǜo Paulo;Brasil
-235.682.521;-466.277.651;R. Almeida Torres, 141 - Cambuci, Sǜo Paulo - SP, 01530-010, Brasil;01530-010;Rua Almeida Torres;141;Sǜo Paulo;Sǜo Paulo;Brasil
-23.565.222;-466.158.402;R. Cl��maco Barbosa, 500 - Cambuci, Sǜo Paulo - SP, 01523-000, Brasil;01523-000;Rua Cl��maco Barbosa;500;Sǜo Paulo;Sǜo Paulo;Brasil
-235.472.624;-467.521.309;R. Sǜo FidǸlis, 208 - JaguarǸ, Sǜo Paulo - SP, 05335-100, Brasil;05335-100;Rua Sǜo FidǸlis;208;Sǜo Paulo;Sǜo Paulo;Brasil
-236.136.219;-466.350.626;R. Gen. Camisǜo, 268 - Vila da Saǧde, Sǜo Paulo - SP, 04143-040, Brasil;04143-040;Rua General Camisǜo;268;Sǜo Paulo;Sǜo Paulo;Brasil
-235.012.511;-467.205.445;Av. Aparecida do Rio Negro - Jardim Iris, Sǜo Paulo - SP, 05144-080, Brasil;05144-080;Avenida Aparecida do Rio Negro;not returned by google maps;Sǜo Paulo;Sǜo Paulo;Brasil
-236.001.464;-464.892.456;R. Josino Mendes de Alvarenga Freire - Jardim Tiete, Sǜo Paulo - SP, 03945-080, Brasil;03945-080;Rua Josino Mendes de Alvarenga Freire;not returned by google maps;Sǜo Paulo;Sǜo Paulo;Brasil
-235.264.114;-466.764.314;R. Barǜo de TefǸ, 37 - ǁgua Branca, Sǜo Paulo - SP, 05003-040, Brasil;05003-040;Rua Barǜo de TefǸ;37;Sǜo Paulo;Sǜo Paulo;Brasil
-23.510.767;-465.550.056;Av. Condessa Elizabeth de Robiano, 6000 - Jardim America da Penha, Sǜo Paulo - SP, 03704-000, Brasil;03704-000;Avenida Condessa Elizabeth de Robiano;6000;Sǜo Paulo;Sǜo Paulo;Brasil
-235.012.511;-467.205.445;Av. Aparecida do Rio Negro - Jardim Iris, Sǜo Paulo - SP, 05144-080, Brasil;05144-080;Avenida Aparecida do Rio Negro;not returned by google maps;Sǜo Paulo;Sǜo Paulo;Brasil
-235.557.714;-466.395.571;Sǜo Paulo, SP, Brasil;not returned by google maps;not returned by google maps;not returned by google maps;Sǜo Paulo;Sǜo Paulo;Brasil
-235.525.081;-467.450.606;R. JaguarǸ, 186 - JaguarǸ, Sǜo Paulo - SP, 05344-030, Brasil;05344-030;Rua JaguarǸ;186;Sǜo Paulo;Sǜo Paulo;Brasil
-235.846.222;-466.771.925;Rua Urussu��, 110 - Itaim Bibi, Sǜo Paulo - SP, 04542-050, Brasil;04542-050;Rua Urussu��;110;Sǜo Paulo;Sǜo Paulo;Brasil
-235.655.248;-466.238.734;R. Miguel Teles Jǧnior, 258 - Cambuci, Sǜo Paulo - SP, 01540-040, Brasil;01540-040;Rua Miguel Teles Jǧnior;258;Sǜo Paulo;Sǜo Paulo;Brasil
-235.520.176;-466.547.217;R. Bela Cintra, 201 - Consola��ǜo, Sǜo Paulo - SP, 01415-001, Brasil;01415-001;Rua Bela Cintra;201;Sǜo Paulo;Sǜo Paulo;Brasil
-235.012.511;-467.205.445;Av. Aparecida do Rio Negro - Jardim Iris, Sǜo Paulo - SP, 05144-080, Brasil;05144-080;Avenida Aparecida do Rio Negro;not returned by google maps;Sǜo Paulo;Sǜo Paulo;Brasil
-235.098.453;-466.992.407;Rua Francisco Corazza - ǁgua Branca, Sǜo Paulo - SP, 05038-130, Brasil;05038-130;Rua Francisco Corazza;not returned by google maps;Sǜo Paulo;Sǜo Paulo;Brasil
-236.572.668;-467.376.504;R. Jorge Fares, 178 - Jardim Sǜo Lu��s, Sǜo Paulo - SP, 05805-040, Brasil;05805-040;Rua Jorge Fares;178;Sǜo Paulo;Sǜo Paulo;Brasil
-234.800.695;-466.445.029;R. Prof. Dorival Dias Minhoto, 333 - Lauzane Paulista, Sǜo Paulo - SP, 02435-090, Brasil;02435-090;Rua Professor Dorival Dias Minhoto;333;Sǜo Paulo;Sǜo Paulo;Brasil
-234.791.158;-467.418.047;Vila Pirituba, Sǜo Paulo - SP, 02675-031, Brasil;02675-031;not returned by google maps;not returned by google maps;Sǜo Paulo;Sǜo Paulo;Brasil
-235.012.511;-467.205.445;Av. Aparecida do Rio Negro - Jardim Iris, Sǜo Paulo - SP, 05144-080, Brasil;05144-080;Avenida Aparecida do Rio Negro;not returned by google maps;Sǜo Paulo;Sǜo Paulo;Brasil
-235.174.927;-467.184.814;R. Fortunato Ferraz - Vila Anastǭcio, Sǜo Paulo - SP, 05093-000, Brasil;05093-000;Rua Fortunato Ferraz;not returned by google maps;Sǜo Paulo;Sǜo Paulo;Brasil
-236.572.668;-467.376.504;R. Jorge Fares, 178 - Jardim Sǜo Lu��s, Sǜo Paulo - SP, 05805-040, Brasil;05805-040;Rua Jorge Fares;178;Sǜo Paulo;Sǜo Paulo;Brasil
-235.012.511;-467.205.445;Av. Aparecida do Rio Negro - Jardim Iris, Sǜo Paulo - SP, 05144-080, Brasil;05144-080;Avenida Aparecida do Rio Negro;not returned by google maps;Sǜo Paulo;Sǜo Paulo;Brasil
-236.125.082;-466.940.222;Rua Michael Faraday, 22 - Cidade Mon����es, Sǜo Paulo - SP, 04576-040, Brasil;04576-040;Rua Michael Faraday;22;Sǜo Paulo;Sǜo Paulo;Brasil
-235.810.381;-46.749.932;Av. Eng. Heitor Ant��nio Eiras Garcia, 1735 - Jardim Esmeralda, Sǜo Paulo - SP, 05368, Brasil;5368;Avenida Engenheiro Heitor Ant��nio Eiras Garcia;1735;Sǜo Paulo;Sǜo Paulo;Brasil
-234.813.389;-4.661.332.300.000.000;R. JosǸ de Albuquerque Medeiros, 79 - ǁgua Fria, Sǜo Paulo - SP, 02336-000, Brasil;02336-000;Rua JosǸ de Albuquerque Medeiros;79;Sǜo Paulo;Sǜo Paulo;Brasil
-23.519.876;-467.277.917;R. Matias Roxo, 300 - Vila Leopoldina, Sǜo Paulo - SP, 05089-040, Brasil;05089-040;Rua Matias Roxo;300;Sǜo Paulo;Sǜo Paulo;Brasil
-23.599.364;-466.314.184;Rua Professor Tranquilli, 265 - Vila Mariana, Sǜo Paulo - SP, 04126-010, Brasil;04126-010;Rua Professor Tranquilli;265;Sǜo Paulo;Sǜo Paulo;Brasil
-235.333.216;-466.816.444;R. Diana, 580 - Pompeia, Sǜo Paulo - SP, 05019-000, Brasil;05019-000;Rua Diana;580;Sǜo Paulo;Sǜo Paulo;Brasil
-234.972.484;-466.445.181;R. Maria Curupaiti, 1164 - Vila Ester (Zona Norte), Sǜo Paulo - SP, 02452-002, Brasil;02452-002;Rua Maria Curupaiti;1164;Sǜo Paulo;Sǜo Paulo;Brasil
-235.530.574;-466.773.085;R. Oscar Freire, 2285 - Pinheiros, Sǜo Paulo - SP, 05409-011, Brasil;05409-011;Rua Oscar Freire;2285;Sǜo Paulo;Sǜo Paulo;Brasil
-235.731.648;-467.090.824;Rua Drǭusio, 108 - Butantǜ, Sǜo Paulo - SP, 05511-010, Brasil;05511-010;Rua Drǭusio;108;Sǜo Paulo;Sǜo Paulo;Brasil
-23.490.306;-465.951.082;Av. Jǧlio Buono, 1044 - Vila Gustavo, Sǜo Paulo - SP, 02201-000, Brasil;02201-000;Avenida Jǧlio Buono;1044;Sǜo Paulo;Sǜo Paulo;Brasil
-236.315.085;-467.367.426;Vila Andrade, Sǜo Paulo - SP, Brasil;not returned by google maps;not returned by google maps;not returned by google maps;Sǜo Paulo;Sǜo Paulo;Brasil
-236.272.902;-467.416.601;R. Nicola Rollo, 201 - Vila Andrade, Sǜo Paulo - SP, 05726-140, Brasil;05726-140;Rua Nicola Rollo;201;Sǜo Paulo;Sǜo Paulo;Brasil
-235.829.462;-46.635.294;R. Greg��rio Serrǜo, 260 - Vila Mariana, Sǜo Paulo - SP, 04106-040, Brasil;04106-040;Rua Greg��rio Serrǜo;260;Sǜo Paulo;Sǜo Paulo;Brasil
-235.369.451;-4.663.283.819.999.990;R. FlorǦncio de Abreu, 798 - Centro Hist��rico de Sǜo Paulo, Sǜo Paulo - SP, 01030-001, Brasil;01030-001;Rua FlorǦncio de Abreu;798;Sǜo Paulo;Sǜo Paulo;Brasil
-235.670.521;-466.562.486;Alameda Itu, 137 - Jardim Paulista, Sǜo Paulo - SP, 01421-001, Brasil;01421-001;Alameda Itu;137;Sǜo Paulo;Sǜo Paulo;Brasil
-235.448.125;-466.491.856;Rua Gen. Jardim, 485 - Vila Buarque, Sǜo Paulo - SP, 01223-011, Brasil;01223-011;Rua General Jardim;485;Sǜo Paulo;Sǜo Paulo;Brasil
-236.272.902;-467.416.601;R. Nicola Rollo, 201 - Vila Andrade, Sǜo Paulo - SP, 05726-140, Brasil;05726-140;Rua Nicola Rollo;201;Sǜo Paulo;Sǜo Paulo;Brasil
-235.352.826;-464.907.035;R. dos Continentes, 20 - Vila RǸ, Sǜo Paulo - SP, 03668-010, Brasil;03668-010;Rua dos Continentes;20;Sǜo Paulo;Sǜo Paulo;Brasil
-236.416.625;-467.355.132;Av. Alberto Augusto Alves, Sǜo Paulo - SP, 05724-030, Brasil;05724-030;Avenida Alberto Augusto Alves;not returned by google maps;Sǜo Paulo;Sǜo Paulo;Brasil
-235.301.843;-464.912.402;Av. Ant��nio Diogo, 307 - Vila RǸ, Sǜo Paulo - SP, 03669-040, Brasil;03669-040;Avenida Ant��nio Diogo;307;Sǜo Paulo;Sǜo Paulo;Brasil
-235.670.521;-466.562.486;Alameda Itu, 137 - Jardim Paulista, Sǜo Paulo - SP, 01421-001, Brasil;01421-001;Alameda Itu;137;Sǜo Paulo;Sǜo Paulo;Brasil
-234.855.839;-4.662.496.729.999.990;Rua Joǜo de Castelhanos, 95 - Santana, Sǜo Paulo - SP, 02407-030, Brasil;02407-030;Rua Joǜo de Castelhanos;95;Sǜo Paulo;Sǜo Paulo;Brasil
-235.373.116;-464.571.494;Rua Padre Viegas de Menezes, 239 - Itaquera, Sǜo Paulo - SP, 08220-510, Brasil;08220-510;Rua Padre Viegas de Menezes;239;Sǜo Paulo;Sǜo Paulo;Brasil
-235.126.604;-466.928.218;Av. Santa Marina, 1423 - Barra Funda, Sǜo Paulo - SP, 05036-001, Brasil;05036-001;Avenida Santa Marina;1423;Sǜo Paulo;Sǜo Paulo;Brasil
-23.622.852;-465.053.083;R. das ǁguias Reais, 293 - Conj. Res. Sitio Oratorio, Sǜo Paulo - SP, 03978-400, Brasil;03978-400;Rua das ǁguias Reais;293;Sǜo Paulo;Sǜo Paulo;Brasil
