latitude;longetude;formattedAddress;cep;streetName;streetNumber;city;state;country
-235.012.511;-467.205.445;Av. Aparecida do Rio Negro - Jardim Iris, Sǜo Paulo - SP, 05144-080, Brasil;05144-080;Avenida Aparecida do Rio Negro;not returned by google maps;Sǜo Paulo;Sǜo Paulo;Brasil
-235.223.357;-465.254.449;Av. Amador Bueno da Veiga, 2123 - Penha de Fran��a, Sǜo Paulo - SP, 03635-001, Brasil;03635-001;Avenida Amador Bueno da Veiga;2123;Sǜo Paulo;Sǜo Paulo;Brasil
-236.266.853;-46.633.397;Av. Fagundes Filho, 830 - Vila Monte Alegre, Sǜo Paulo - SP, 04304-001, Brasil;04304-001;Avenida Fagundes Filho;830;Sǜo Paulo;Sǜo Paulo;Brasil
-235.821.389;-465.557.471;Av. Professor Luiz Ignǭcio Anhaia Mello, 4001 - Vila Graciosa, Sǜo Paulo - SP, 03295-000, Brasil;03295-000;Avenida Professor Luiz Ignǭcio Anhaia Mello;4001;Sǜo Paulo;Sǜo Paulo;Brasil
-236.653.854;-466.570.595;R. Ranulfo Prata, 290 - Jardim Itacolomi, Sǜo Paulo - SP, 04385-020, Brasil;04385-020;Rua Ranulfo Prata;290;Sǜo Paulo;Sǜo Paulo;Brasil
-235.530.219;-465.132.123;Av. Itaquera, 1084 - Jardim Maringa, Sǜo Paulo - SP, 03526-000, Brasil;03526-000;Avenida Itaquera;1084;Sǜo Paulo;Sǜo Paulo;Brasil
-234.930.265;-465.786.761;R. Padre Agostinho Jorge, 308 - Vila Medeiros, Sǜo Paulo - SP, 02216-030, Brasil;02216-030;Rua Padre Agostinho Jorge;308;Sǜo Paulo;Sǜo Paulo;Brasil
-234.918.882;-466.190.759;R. Carlos Camargo Aranha, 164 - Jardim Sao Paulo(Zona Norte), Sǜo Paulo - SP, 02039-090, Brasil;02039-090;Rua Carlos Camargo Aranha;164;Sǜo Paulo;Sǜo Paulo;Brasil
-23.489.418;-46.567.595;Av. Joǜo Simǜo De Castro, 872 - Jardim Julieta, Sǜo Paulo - SP, 02141-000, Brasil;02141-000;not returned by google maps;not returned by google maps;Sǜo Paulo;Sǜo Paulo;Brasil
-236.572.668;-467.376.504;R. Jorge Fares, 178 - Jardim Sǜo Lu��s, Sǜo Paulo - SP, 05805-040, Brasil;05805-040;Rua Jorge Fares;178;Sǜo Paulo;Sǜo Paulo;Brasil
-235.194.679;-465.446.689;R. Laura Vergueiro - Penha de Fran��a, Sǜo Paulo - SP, 03607-070, Brasil;03607-070;Rua Laura Vergueiro;not returned by google maps;Sǜo Paulo;Sǜo Paulo;Brasil
-235.269.841;-464.911.586;Rua Wadih Hatti, 765 - Vila RǸ, Sǜo Paulo - SP, 03666-010, Brasil;03666-010;Rua Wadih Hatti;765;Sǜo Paulo;Sǜo Paulo;Brasil
-235.212.571;-467.304.601;R. Guaipǭ - Vila Leopoldina, Sǜo Paulo - SP, 02675-031, Brasil;02675-031;Rua Guaipǭ;not returned by google maps;Sǜo Paulo;Sǜo Paulo;Brasil
-236.306.044;-467.476.698;R. Carlos Magalhǜes, 60 - 168m - Parque Reboucas, Sǜo Paulo - SP, 05735-030, Brasil;05735-030;Rua Carlos Magalhǜes;60;Sǜo Paulo;Sǜo Paulo;Brasil
-235.359.849;-4.666.928.919.999.990;R. Monte Alegre, 662 - Perdizes, Sǜo Paulo - SP, 05014-000, Brasil;05014-000;Rua Monte Alegre;662;Sǜo Paulo;Sǜo Paulo;Brasil
-235.098.453;-466.992.407;Rua Francisco Corazza - ǁgua Branca, Sǜo Paulo - SP, 05038-130, Brasil;05038-130;Rua Francisco Corazza;not returned by google maps;Sǜo Paulo;Sǜo Paulo;Brasil
-235.396.805;-465.684.031;Pra��a Barǜo de Itaqui, 733 - Vila Gomes Cardim, Sǜo Paulo - SP, 03310-020, Brasil;03310-020;Pra��a Barǜo de Itaqui;733;Sǜo Paulo;Sǜo Paulo;Brasil
-235.673.673;-465.904.628;Av. Paes de Barros, 1815 - Mooca, Sǜo Paulo - SP, 03115-001, Brasil;03115-001;Avenida Paes de Barros;1815;Sǜo Paulo;Sǜo Paulo;Brasil
-23.550.147;-466.900.498;Rua AgissǦ, 268 - Jardim das Bandeiras, Sǜo Paulo - SP, 05439-010, Brasil;05439-010;Rua AgissǦ;268;Sǜo Paulo;Sǜo Paulo;Brasil
-236.548.849;-467.016.138;R. Carlos Gomes - Santo Amaro, Sǜo Paulo - SP, 08321-078, Brasil;08321-078;Rua Carlos Gomes;not returned by google maps;Sǜo Paulo;Sǜo Paulo;Brasil
-236.286.644;-46.594.903;R. Henrique Altes, 57 - Jardim Patente Novo, Sǜo Paulo - SP, 04256-175, Brasil;04256-175;Rua Henrique Altes;57;Sǜo Paulo;Sǜo Paulo;Brasil
-235.504.887;-465.813.156;R. Sǜo JosǸ do Barreiro, 74 - ǁgua Rasa, Sǜo Paulo - SP, 03179-050, Brasil;03179-050;Rua Sǜo JosǸ do Barreiro;74;Sǜo Paulo;Sǜo Paulo;Brasil
-236.277.308;-467.411.059;R. Francisco Pessoa, 690 - Vila Andrade, Sǜo Paulo - SP, 05727-230, Brasil;05727-230;Rua Francisco Pessoa;690;Sǜo Paulo;Sǜo Paulo;Brasil
-234.717.357;-4.660.989.860.000.000;R. Teodoro Horst, 317 - Tucuruvi, Sǜo Paulo - SP, 02342-190, Brasil;02342-190;Rua Teodoro Horst;317;Sǜo Paulo;Sǜo Paulo;Brasil
-235.421.382;-465.427.723;R. ZǸlia Ramos da Costa, 41 - Vila Nova Manchester, Sǜo Paulo - SP, 03440-010, Brasil;03440-010;Rua ZǸlia Ramos da Costa;41;Sǜo Paulo;Sǜo Paulo;Brasil
-236.334.503;-46.622.977;R. Vicente Fernandes Pinto, 435 - Vila ǁgua Funda, Sǜo Paulo - SP, 04156-000, Brasil;04156-000;Rua Vicente Fernandes Pinto;435;Sǜo Paulo;Sǜo Paulo;Brasil
-236.097.722;-4.642.826.549.999.990;R. Pedra Branca do Amapari, 59 - Jardim da Laranjeira (Zona Leste), Sǜo Paulo - SP, 08381-173, Brasil;08381-173;Rua Pedra Branca do Amapari;59;Sǜo Paulo;Sǜo Paulo;Brasil
-235.960.771;-466.736.209;Av. Santo Amaro, 1342 - Vila Nova Concei��ǜo, Sǜo Paulo - SP, 04506-001, Brasil;04506-001;Avenida Santo Amaro;1342;Sǜo Paulo;Sǜo Paulo;Brasil
-236.269.527;-464.715.669;R. Ant��nio Pereira Machado, 294 - Parque Sao Rafael, Sǜo Paulo - SP, 08320-334, Brasil;08320-334;Rua Ant��nio Pereira Machado;294;Sǜo Paulo;Sǜo Paulo;Brasil
-235.397.026;-466.435.199;Condom��nio Edif��cio Excelsior - Alameda Barǜo de Limeira, 89 - Campos El��seos, Sǜo Paulo - SP, 01202-001, Brasil;01202-001;Alameda Barǜo de Limeira;89;Sǜo Paulo;Sǜo Paulo;Brasil
-235.812.711;-467.296.336;R. Prof. Mǭximo Ribeiro Nunes, 99 - Jardim Peri Peri, Sǜo Paulo - SP, 05535-000, Brasil;05535-000;Rua Professor Mǭximo Ribeiro Nunes;99;Sǜo Paulo;Sǜo Paulo;Brasil
-235.161.795;-4.658.141.029.999.990;R. Araritaguaba, 1480 - Vila Maria, Sǜo Paulo - SP, 02122-011, Brasil;02122-011;Rua Araritaguaba;1480;Sǜo Paulo;Sǜo Paulo;Brasil
-235.810.819;-466.428.126;R. Humberto I, 115 - Vila Mariana, Sǜo Paulo - SP, 04018-030, Brasil;04018-030;Rua Humberto I;115;Sǜo Paulo;Sǜo Paulo;Brasil
-234.982.947;-466.426.203;R. Benta Pereira, 485 - Santa Teresinha, Sǜo Paulo - SP, 02451-000, Brasil;02451-000;Rua Benta Pereira;485;Sǜo Paulo;Sǜo Paulo;Brasil
-235.265.428;-467.389.288;Av. Mofarrej, 275 - Vila Leopoldina, Sǜo Paulo - SP, 05311-000, Brasil;05311-000;Avenida Mofarrej;275;Sǜo Paulo;Sǜo Paulo;Brasil
-23.495.178;-466.916.674;R. Simǜo Velho, 470 - Vila Albertina, Sǜo Paulo - SP, 02731-090, Brasil;02731-090;Rua Simǜo Velho;470;Sǜo Paulo;Sǜo Paulo;Brasil
-236.269.647;-4.666.480.199.999.990;R. Vieira de Morais, 1936 - Campo Belo, Sǜo Paulo - SP, 04617-007, Brasil;04617-007;Rua Vieira de Morais;1936;Sǜo Paulo;Sǜo Paulo;Brasil
-235.260.497;-466.499.607;R. do Bosque, 136 - Barra Funda, Sǜo Paulo - SP, 01136-000, Brasil;01136-000;Rua do Bosque;136;Sǜo Paulo;Sǜo Paulo;Brasil
-235.513.163;-466.037.487;Rua Hip��dromo, 1495 - Mooca, Sǜo Paulo - SP, 03162-020, Brasil;03162-020;Rua Hip��dromo;1495;Sǜo Paulo;Sǜo Paulo;Brasil
-235.673.673;-465.904.628;Av. Paes de Barros, 1815 - Mooca, Sǜo Paulo - SP, 03115-001, Brasil;03115-001;Avenida Paes de Barros;1815;Sǜo Paulo;Sǜo Paulo;Brasil
-235.500.393;-467.490.771;R. Irmǜ Pia, 422 - JaguarǸ, Sǜo Paulo - SP, 05335-050, Brasil;05335-050;Rua Irmǜ Pia;422;Sǜo Paulo;Sǜo Paulo;Brasil
-236.548.849;-467.016.138;R. Carlos Gomes - Santo Amaro, Sǜo Paulo - SP, 08321-078, Brasil;08321-078;Rua Carlos Gomes;not returned by google maps;Sǜo Paulo;Sǜo Paulo;Brasil
-23.527.434;-466.827.182;Av. PompǸia, 249 - Pompeia, Sǜo Paulo - SP, 05023-000, Brasil;05023-000;Avenida PompǸia;249;Sǜo Paulo;Sǜo Paulo;Brasil
-235.565.431;-466.541.218;R. Barata Ribeiro, 396 - Bela Vista, Sǜo Paulo - SP, 01308-000, Brasil;01308-000;Rua Barata Ribeiro;396;Sǜo Paulo;Sǜo Paulo;Brasil
-237.034.575;-466.880.248;R. Pl��nio Schmidt, 65 - Jardim Marcel, Sǜo Paulo - SP, 04815-130, Brasil;04815-130;Rua Pl��nio Schmidt;65;Sǜo Paulo;Sǜo Paulo;Brasil
-235.808.523;-467.620.775;R. Francisco Valente, 131 - Jardim Ester Yolanda, Sǜo Paulo - SP, 05374-110, Brasil;05374-110;Rua Francisco Valente;131;Sǜo Paulo;Sǜo Paulo;Brasil
-234.895.441;-466.029.247;R. Cap. SǸrvio Rodrigues Caldas, 511 - Vila Dom Pedro II, Sǜo Paulo - SP, 02244-040, Brasil;02244-040;Rua Capitǜo SǸrvio Rodrigues Caldas;511;Sǜo Paulo;Sǜo Paulo;Brasil
-235.384.763;-464.697.907;R. Curiangos, 193 - Cidade Ant��nio EstǦvǜo de Carvalho, Sǜo Paulo - SP, 08220-260, Brasil;08220-260;Rua Curiangos;193;Sǜo Paulo;Sǜo Paulo;Brasil
-235.513.114;-464.365.529;Jose Bonifacio, Sǜo Paulo - SP, Brasil;not returned by google maps;not returned by google maps;not returned by google maps;Sǜo Paulo;Sǜo Paulo;Brasil
-235.397.741;-464.347.129;Condom��nio Edif��cio Choupos I - R. S��lvio Barbini, 507 - 1 - Itaquera, Sǜo Paulo - SP, 08250-650, Brasil;08250-650;Rua S��lvio Barbini;507;Sǜo Paulo;Sǜo Paulo;Brasil
-236.509.827;-46.747.778;R. Santa ArchǸlia, 185 - Jardim Casablanca, Sǜo Paulo - SP, 05846-410, Brasil;05846-410;Rua Santa ArchǸlia;185;Sǜo Paulo;Sǜo Paulo;Brasil
-236.480.962;-467.654.363;R. Edmundo Amaral Valente, 44 - 3 - Parque Munhoz, Sǜo Paulo - SP, 05782-400, Brasil;05782-400;Rua Edmundo Amaral Valente;44;Sǜo Paulo;Sǜo Paulo;Brasil
-235.255.782;-467.392.633;Av. Mofarrej, 154 - Vila, Sǜo Paulo - SP, 05311-000, Brasil;05311-000;Avenida Mofarrej;154;Sǜo Paulo;Sǜo Paulo;Brasil
-235.352.062;-465.826.868;Av. Celso Garcia, Sǜo Paulo - SP, Brasil;not returned by google maps;Avenida Celso Garcia;not returned by google maps;Sǜo Paulo;Sǜo Paulo;Brasil
-236.104.964;-4.642.794.869.999.990;R. Pedra Branca do Amapari, 139 - Jardim da Laranjeira (Zona Leste), Sǜo Paulo - SP, 08381-173, Brasil;08381-173;Rua Pedra Branca do Amapari;139;Sǜo Paulo;Sǜo Paulo;Brasil
-235.318.648;-46.580.271;R. Ulisses Cruz, Sǜo Paulo - SP, 03077-000, Brasil;03077-000;Rua Ulisses Cruz;not returned by google maps;Sǜo Paulo;Sǜo Paulo;Brasil
-235.384.637;-4.654.237.579.999.990;R. Jǧlio Cola��o, 555 - Vila Matilde, Sǜo Paulo - SP, 03502-050, Brasil;03502-050;Rua Jǧlio Cola��o;555;Sǜo Paulo;Sǜo Paulo;Brasil
-235.441.851;-467.593.548;R. Wilson Carlos Rodrigues, 383 - Parque Continental, Sǜo Paulo - SP, 05327-010, Brasil;05327-010;Rua Wilson Carlos Rodrigues;383;Sǜo Paulo;Sǜo Paulo;Brasil
-235.492.801;-466.173.104;R. Cel. Mursa, 56 - Brǭs, Sǜo Paulo - SP, 03043-050, Brasil;03043-050;Rua Coronel Mursa;56;Sǜo Paulo;Sǜo Paulo;Brasil
-235.255.782;-467.392.633;Av. Mofarrej, 154 - Vila, Sǜo Paulo - SP, 05311-000, Brasil;05311-000;Avenida Mofarrej;154;Sǜo Paulo;Sǜo Paulo;Brasil
-23.590.046;-466.318.274;Condom��nio Edif��cio Vergueiro - Rua Vergueiro, 3416 - Vila Mariana, Sǜo Paulo - SP, 04102-001, Brasil;04102-001;Rua Vergueiro;3416;Sǜo Paulo;Sǜo Paulo;Brasil
-235.824.962;-465.571.314;Av. Professor Luiz Ignǭcio Anhaia Mello, 3800 - Jardim IndependǦncia (Sǜo Paulo), Sǜo Paulo - SP, 03294-100, Brasil;03294-100;Avenida Professor Luiz Ignǭcio Anhaia Mello;3800;Sǜo Paulo;Sǜo Paulo;Brasil
-235.596.664;-465.532.327;R. Curupǭ, 542 - Vila Formosa, Sǜo Paulo - SP, 03355-010, Brasil;03355-010;Rua Curupǭ;542;Sǜo Paulo;Sǜo Paulo;Brasil
-236.104.964;-4.642.794.869.999.990;R. Pedra Branca do Amapari, 139 - Jardim da Laranjeira (Zona Leste), Sǜo Paulo - SP, 08381-173, Brasil;08381-173;Rua Pedra Branca do Amapari;139;Sǜo Paulo;Sǜo Paulo;Brasil
-236.435.183;-4.666.865.019.999.990;Av. Mascote, 1520 - Vila Mascote, Sǜo Paulo - SP, 04363-001, Brasil;04363-001;Avenida Mascote;1520;Sǜo Paulo;Sǜo Paulo;Brasil
-236.156.324;-466.744.569;R. Dem��stenes, 471 - Campo Belo, Sǜo Paulo - SP, 04614-012, Brasil;04614-012;Rua Dem��stenes;471;Sǜo Paulo;Sǜo Paulo;Brasil
-23.639.473;-466.964.561;Av. Adolfo Pinheiro, 1710 - Santo Amaro, Sǜo Paulo - SP, 04734-003, Brasil;04734-003;Avenida Adolfo Pinheiro;1710;Sǜo Paulo;Sǜo Paulo;Brasil
-235.491.476;-4.664.389.629.999.990;R. Martins Fontes, 175 - Centro Hist��rico de Sǜo Paulo, Sǜo Paulo - SP, 07400-550, Brasil;07400-550;Rua Martins Fontes;175;Sǜo Paulo;Sǜo Paulo;Brasil
-236.104.964;-4.642.794.869.999.990;R. Pedra Branca do Amapari, 139 - Jardim da Laranjeira (Zona Leste), Sǜo Paulo - SP, 08381-173, Brasil;08381-173;Rua Pedra Branca do Amapari;139;Sǜo Paulo;Sǜo Paulo;Brasil
-235.292.763;-464.347.624;R. Ibiajara, 550 - Parada XV de Novembro, Sǜo Paulo - SP, 08246-101, Brasil;08246-101;Rua Ibiajara;550;Sǜo Paulo;Sǜo Paulo;Brasil
-234.415.433;-467.243.788;Av. Nelson Palma Travassos, 374 - Lot. City Jaragua, Sǜo Paulo - SP, 02998-000, Brasil;02998-000;Avenida Nelson Palma Travassos;374;Sǜo Paulo;Sǜo Paulo;Brasil
-235.810.819;-466.428.126;R. Humberto I, 115 - Vila Mariana, Sǜo Paulo - SP, 04018-030, Brasil;04018-030;Rua Humberto I;115;Sǜo Paulo;Sǜo Paulo;Brasil
-235.630.136;-464.301.378;R. Prof. Hasegawa, 914 - c - Col��nia (Zona Leste), Sǜo Paulo - SP, 08260-090, Brasil;08260-090;Rua Professor Hasegawa;914;Sǜo Paulo;Sǜo Paulo;Brasil
-23.601.151;-46.635.276;R. Afonso Celso, 1102 - Vila Mariana, Sǜo Paulo - SP, 04119-061, Brasil;04119-061;Rua Afonso Celso;1102;Sǜo Paulo;Sǜo Paulo;Brasil
-235.557.714;-466.395.571;Sǜo Paulo, SP, Brasil;not returned by google maps;not returned by google maps;not returned by google maps;Sǜo Paulo;Sǜo Paulo;Brasil
-236.314.435;-467.311.712;R. Itajara, 67 - 07 - Vila Andrade, Sǜo Paulo - SP, 05717-250, Brasil;05717-250;Rua Itajara;67;Sǜo Paulo;Sǜo Paulo;Brasil
-234.798.325;-467.499.052;Av. Santa M��nica, 593 - Jardim Santa Monica, Sǜo Paulo - SP, 05171-000, Brasil;05171-000;Avenida Santa M��nica;593;Sǜo Paulo;Sǜo Paulo;Brasil
-234.815.213;-46.585.184;Rua Clara Kellog, 44 - Vila Medeiros, Sǜo Paulo - SP, 02208-100, Brasil;02208-100;Rua Clara Kellog;44;Sǜo Paulo;Sǜo Paulo;Brasil
-234.904.396;-466.375.472;R. Lu��s Ant��nio dos Santos, 508 - Santa Teresinha, Sǜo Paulo - SP, 02460-000, Brasil;02460-000;Rua Lu��s Ant��nio dos Santos;508;Sǜo Paulo;Sǜo Paulo;Brasil
-235.334.137;-467.055.527;Vila Ipojuca, Sǜo Paulo - SP, Brasil;not returned by google maps;not returned by google maps;not returned by google maps;Sǜo Paulo;Sǜo Paulo;Brasil
-235.370.597;-467.049.074;Rua Mota Pais, 366 - Lapa, Sǜo Paulo - SP, 05054-000, Brasil;05054-000;Rua Mota Pais;366;Sǜo Paulo;Sǜo Paulo;Brasil
-234.769.349;-466.031.878;Rua En��tria, 330 - Vila Mazzei, Sǜo Paulo - SP, 02309-100, Brasil;02309-100;Rua En��tria;330;Sǜo Paulo;Sǜo Paulo;Brasil
-236.438.813;-467.216.753;Av. Joǜo Dias, 2192 - Santo Amaro, Sǜo Paulo - SP, 04724-003, Brasil;04724-003;Avenida Joǜo Dias;2192;Sǜo Paulo;Sǜo Paulo;Brasil
-235.267.035;-464.356.223;R. Padre Frei Jorge Walter Nunes, 501 - Parada XV de Novembro, Sǜo Paulo - SP, 08246-066, Brasil;08246-066;Rua Padre Frei Jorge Walter Nunes;501;Sǜo Paulo;Sǜo Paulo;Brasil
-235.603.782;-464.848.088;Av. Osvaldo Valle Cordeiro, 1260 - Jardim Brasilia, Sǜo Paulo - SP, 03584-000, Brasil;03584-000;Avenida Osvaldo Valle Cordeiro;1260;Sǜo Paulo;Sǜo Paulo;Brasil
-235.435.357;-466.452.833;R. Bento Freitas, 181 - Vila Buarque, Sǜo Paulo - SP, 01220-000, Brasil;01220-000;Rua Bento Freitas;181;Sǜo Paulo;Sǜo Paulo;Brasil
-235.288.339;-467.229.575;R. Lomas Valentinas - Alto da Lapa, Sǜo Paulo - SP, 02675-031, Brasil;02675-031;Rua Lomas Valentinas;not returned by google maps;Sǜo Paulo;Sǜo Paulo;Brasil
-236.070.426;-466.960.968;R. Fl��rida, 1901 - Cidade Mon����es, Sǜo Paulo - SP, 04565-001, Brasil;04565-001;Rua Fl��rida;1901;Sǜo Paulo;Sǜo Paulo;Brasil
-234.770.961;-466.193.997;R. Sǜo Zeferino, 216 - Jardim Franca, Sǜo Paulo - SP, 02338-070, Brasil;02338-070;Rua Sǜo Zeferino;216;Sǜo Paulo;Sǜo Paulo;Brasil
-235.602.622;-467.577.511;Rua Dr. Manoel de Paiva Ramos, 290 - Cidade Sǜo Francisco, Sǜo Paulo - SP, 05351-015, Brasil;05351-015;Rua Doutor Manoel de Paiva Ramos;290;Sǜo Paulo;Sǜo Paulo;Brasil
-235.839.955;-467.349.677;R. Prof. Mǭximo Ribeiro Nunes, 681 - Jardim Peri Peri, Sǜo Paulo - SP, 05535-000, Brasil;05535-000;Rua Professor Mǭximo Ribeiro Nunes;681;Sǜo Paulo;Sǜo Paulo;Brasil
-236.830.231;-466.858.587;Rua Elydio Rodrigues Nunes, 291 - Vila Arriete, Sǜo Paulo - SP, 04445-060, Brasil;04445-060;Rua Elydio Rodrigues Nunes;291;Sǜo Paulo;Sǜo Paulo;Brasil
-235.506.752;-466.085.389;Condom��nio Urban Mooca I - R. Conselheiro Lafaiette, 200 - Mooca, Sǜo Paulo - SP, 03164-110, Brasil;03164-110;Rua Conselheiro Lafaiette;200;Sǜo Paulo;Sǜo Paulo;Brasil
-234.925.098;-466.940.186;R. Baiǜo Parente, 396 - Vila Primavera, Sǜo Paulo - SP, 02735-000, Brasil;02735-000;Rua Baiǜo Parente;396;Sǜo Paulo;Sǜo Paulo;Brasil
-236.493.792;-4.664.553.370.000.000;R. das Grumixamas, 530 - Jardim Oriental, Sǜo Paulo - SP, 04349-000, Brasil;04349-000;Rua das Grumixamas;530;Sǜo Paulo;Sǜo Paulo;Brasil
-236.241.701;-466.676.563;R. Pascal, 1592 - Campo Belo, Sǜo Paulo - SP, 04616-005, Brasil;04616-005;Rua Pascal;1592;Sǜo Paulo;Sǜo Paulo;Brasil
-23.579.382;-466.439.374;Rua E��a de Queiroz, 325 - Vila Mariana, Sǜo Paulo - SP, 04011-032, Brasil;04011-032;Rua E��a de Queiroz;325;Sǜo Paulo;Sǜo Paulo;Brasil
-236.684.815;-466.520.596;R. Prof. ǁlvaro Guimarǜes Filho, 277 - 1 - Vila Imperio, Sǜo Paulo - SP, 04407-000, Brasil;04407-000;Rua Professor ǁlvaro Guimarǜes Filho;277;Sǜo Paulo;Sǜo Paulo;Brasil
-235.597.427;-464.346.201;R. Agrimensor Sugaya, 1210 - Col��nia (Zona Leste), Sǜo Paulo - SP, 08260-030, Brasil;08260-030;Rua Agrimensor Sugaya;1210;Sǜo Paulo;Sǜo Paulo;Brasil
-236.649.769;-466.622.955;R. Faustino Augusto CǸsar, 92 - Cidade Ademar, Sǜo Paulo - SP, 04402-120, Brasil;04402-120;Rua Faustino Augusto CǸsar;92;Sǜo Paulo;Sǜo Paulo;Brasil
-235.409.747;-46.702.695;R. Sebastiǜo Caleiro, 50 - Vila Madalena, Sǜo Paulo - SP, 05451-120, Brasil;05451-120;Rua Sebastiǜo Caleiro;50;Sǜo Paulo;Sǜo Paulo;Brasil
-23.560.498;-4.662.917.909.999.990;R. do LavapǸs, 245 - Cambuci, Sǜo Paulo - SP, 01519-000, Brasil;01519-000;Rua do LavapǸs;245;Sǜo Paulo;Sǜo Paulo;Brasil
-235.873.693;-466.341.923;Rua Vergueiro, 2986 - Vila Mariana, Sǜo Paulo - SP, 04102-001, Brasil;04102-001;Rua Vergueiro;2986;Sǜo Paulo;Sǜo Paulo;Brasil
-2.349.217;-46.597.152;Av. Jǧlio Buono, 736 - Vila Ede, Sǜo Paulo - SP, 02201-000, Brasil;02201-000;not returned by google maps;not returned by google maps;Sǜo Paulo;Sǜo Paulo;Brasil
-23.651.148;-467.672.566;Rua S��crates Abrahǜo, 201 - Campo Limpo, Sǜo Paulo - SP, 05782-470, Brasil;05782-470;Rua S��crates Abrahǜo;201;Sǜo Paulo;Sǜo Paulo;Brasil
-235.099.392;-466.639.789;Av. Profa. Ida Kolb, 225 - Casa Verde, Sǜo Paulo - SP, 02518-000, Brasil;02518-000;Avenida Professora Ida Kolb;225;Sǜo Paulo;Sǜo Paulo;Brasil
-235.551.964;-466.449.271;R. Conselheiro Ramalho, 376 - Bela Vista, Sǜo Paulo - SP, 01325-000, Brasil;01325-000;Rua Conselheiro Ramalho;376;Sǜo Paulo;Sǜo Paulo;Brasil
-237.159.361;-467.075.037;Rua Lilian Iervolino, 129 - Jardim Cruzeiro, Sǜo Paulo - SP, 04803-150, Brasil;04803-150;Rua Lilian Iervolino;129;Sǜo Paulo;Sǜo Paulo;Brasil
-235.099.392;-466.639.789;Av. Profa. Ida Kolb, 225 - Casa Verde, Sǜo Paulo - SP, 02518-000, Brasil;02518-000;Avenida Professora Ida Kolb;225;Sǜo Paulo;Sǜo Paulo;Brasil
-234.714.403;-466.341.748;R. Gen. JosǸ de Almeida Botelho, 264 - Parque Mandaqui, Sǜo Paulo - SP, 02422-090, Brasil;02422-090;Rua General JosǸ de Almeida Botelho;264;Sǜo Paulo;Sǜo Paulo;Brasil
-235.514.751;-466.489.689;R. Frei Caneca, 128 - Consola��ǜo, Sǜo Paulo - SP, 01307-000, Brasil;01307-000;Rua Frei Caneca;128;Sǜo Paulo;Sǜo Paulo;Brasil
-235.810.819;-466.428.126;R. Humberto I, 115 - Vila Mariana, Sǜo Paulo - SP, 04018-030, Brasil;04018-030;Rua Humberto I;115;Sǜo Paulo;Sǜo Paulo;Brasil
-234.774.168;-4.664.961.659.999.990;R. Geneve, 390 - Lauzane Paulista, Sǜo Paulo - SP, 02440-080, Brasil;02440-080;Rua Geneve;390;Sǜo Paulo;Sǜo Paulo;Brasil
-236.190.503;-46.606.626;Av. Cel. JosǸ Pires de Andrade, 384 - Vila Vera, Sǜo Paulo - SP, 04295-000, Brasil;04295-000;Avenida Coronel JosǸ Pires de Andrade;384;Sǜo Paulo;Sǜo Paulo;Brasil
-235.940.538;-466.816.065;R. Chilon - Itaim Bibi, Sǜo Paulo - SP, 04552-030, Brasil;04552-030;Rua Chilon;not returned by google maps;Sǜo Paulo;Sǜo Paulo;Brasil
-236.139.039;-4.663.005.649.999.990;R. Dr. Nogueira Martins, 724 - Vila da Saǧde, Sǜo Paulo - SP, 04143-020, Brasil;04143-020;Rua Doutor Nogueira Martins;724;Sǜo Paulo;Sǜo Paulo;Brasil
-236.210.968;-466.946.316;R. Bacaetava, 121 - Vila Gertrudes, Sǜo Paulo - SP, 04705-010, Brasil;04705-010;Rua Bacaetava;121;Sǜo Paulo;Sǜo Paulo;Brasil
-235.004.017;-465.236.159;c - R. Prof. Alves Pedroso, 630 - Vila Paulistania, Sǜo Paulo - SP, 03721-010, Brasil;03721-010;Rua Professor Alves Pedroso;630;Sǜo Paulo;Sǜo Paulo;Brasil
-237.944.415;-46.513.499;Rod. Anchieta, Sǜo Paulo - SP, Brasil;not returned by google maps;Rodovia Anchieta;not returned by google maps;Sǜo Paulo;Sǜo Paulo;Brasil
-23.573.569;-466.112.335;Av. Dom Pedro I, 920 - Vila Monumento, Sǜo Paulo - SP, 01552-001, Brasil;01552-001;Avenida Dom Pedro I;920;Sǜo Paulo;Sǜo Paulo;Brasil
-235.625.334;-465.204.656;R. Rego Barros, 205 - Jardim Vila Formosa, Sǜo Paulo - SP, 03450-000, Brasil;03450-000;Rua Rego Barros;205;Sǜo Paulo;Sǜo Paulo;Brasil
-23.530.088;-464.169.886;R. JosǸ Furtado, 15 - Jardim Irene, Sǜo Paulo - SP, 08431-760, Brasil;08431-760;Rua JosǸ Furtado;15;Sǜo Paulo;Sǜo Paulo;Brasil
-236.285.584;-4.672.964.229.999.990;R. Marie Nader Calfat, 270 - 2 - Panamby, Sǜo Paulo - SP, 05713-520, Brasil;05713-520;Rua Marie Nader Calfat;270;Sǜo Paulo;Sǜo Paulo;Brasil
-235.749.356;-465.020.957;Av. Matapi, 40 - Jardim Santa Teresinha, Sǜo Paulo - SP, 03572-130, Brasil;03572-130;Avenida Matapi;40;Sǜo Paulo;Sǜo Paulo;Brasil
-235.323.454;-46.555.726;R. Santa Teresinha, 204 - Maranhǜo, Sǜo Paulo - SP, 03073-060, Brasil;03073-060;Rua Santa Teresinha;204;Sǜo Paulo;Sǜo Paulo;Brasil
